mep,4995,5004,5276,4096,3939,3708,3082,2636,2340,2189,220
840,-1,1,1,1,1,1,1,-1,1,1,1
988,1,-1,-1,-1,0,1,1,-1,-1,1,1
997,1,0,-1,-1,-1,-1,0,-1,-1,-1,0
1023,1,1,-1,-1,0,-1,1,0,-1,0,-1
1037,0,-1,1,-1,0,1,1,-1,-1,0,0
1038,1,-1,1,1,-1,1,1,-1,-1,1,1
1055,0,0,-1,-1,-1,1,1,0,-1,0,1
1073,-1,-1,0,-1,-1,1,1,-1,-1,1,0
1122,1,1,1,1,-1,1,1,-1,-1,0,0
1129,-1,1,1,1,1,1,1,1,1,1,1
1164,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1183,0,0,1,1,0,1,1,0,0,0,1
1186,1,-1,-1,-1,-1,1,1,-1,-1,-1,0
1191,1,-1,-1,-1,-1,1,1,-1,-1,0,0
1202,-1,1,0,1,0,0,1,1,,,
1204,1,-1,1,-1,-1,1,1,-1,-1,0,1
1253,1,-1,-1,-1,-1,1,1,0,-1,1,1
1263,1,-1,1,-1,-1,0,1,-1,-1,1,1
1289,,,,,,,,,0,1,1
1309,-1,1,1,1,1,1,1,1,1,1,1
1318,1,-1,-1,-1,-1,1,1,-1,-1,-1,0
1394,1,1,1,0,1,1,1,-1,1,1,1
1403,-1,1,1,1,1,1,1,1,1,1,1
1405,-1,1,1,1,1,1,1,0,1,1,1
1407,-1,1,1,0,1,1,1,0,1,1,1
1419,1,-1,-1,-1,0,1,1,-1,-1,-1,1
1431,1,-1,-1,-1,0,1,1,-1,-1,1,1
1665,0,0,1,-1,1,1,1,-1,0,0,-1
1746,0,0,-1,1,-1,1,1,0,0,0,-1
1759,,,,,,,,,,,1
1832,1,-1,1,1,-1,1,1,-1,-1,1,0
1852,1,-1,-1,-1,-1,1,1,-1,-1,0,0
1854,-1,1,1,1,1,1,1,1,0,0,1
1873,,,,,,,,,0,0,1
1892,1,0,1,1,-1,1,1,-1,-1,1,1
1902,-1,1,0,1,1,1,0,0,0,0,1
1906,-1,1,1,1,1,1,1,1,0,1,1
1907,-1,1,1,0,0,1,1,1,1,1,1
1909,-1,1,0,1,0,1,1,0,1,1,1
1911,0,0,0,0,0,0,0,0,1,1,1
1913,-1,1,1,1,1,1,1,0,1,1,0
1914,-1,1,1,1,1,1,0,1,1,1,1
1917,1,-1,-1,-1,0,1,1,-1,-1,-1,0
1922,1,-1,-1,-1,-1,1,1,-1,-1,1,1
1927,1,0,1,1,0,1,1,-1,-1,1,1
1928,1,-1,-1,-1,0,1,1,-1,-1,-1,1
1929,1,-1,-1,-1,-1,1,1,-1,-1,1,0
1930,1,-1,-1,-1,0,1,1,-1,-1,0,1
1933,-1,1,1,1,1,1,1,1,1,1,1
1934,-1,1,1,1,1,1,0,1,1,1,1
1935,-1,1,1,1,0,1,1,1,1,1,1
1941,1,-1,0,-1,-1,1,1,-1,-1,1,1
1945,1,-1,-1,-1,0,1,1,0,0,0,1
1946,1,1,0,1,1,1,0,-1,1,0,1
1956,1,1,-1,-1,0,1,1,-1,0,0,-1
1965,1,-1,1,1,-1,1,1,-1,1,1,
1985,-1,1,1,1,0,1,1,1,1,0,1
1992,,,,,,,,,-1,1,1
1993,1,-1,1,-1,-1,1,1,-1,0,0,1
2002,0,-1,1,-1,-1,1,1,-1,-1,0,1
2025,1,-1,-1,-1,-1,1,1,-1,-1,1,1
2037,1,-1,0,-1,0,1,1,0,-1,-1,1
2054,,,,,,,,,,,1
2073,-1,1,1,1,0,1,1,1,1,0,1
2081,-1,1,1,1,1,1,1,1,1,1,1
2097,1,-1,0,-1,-1,1,0,-1,-1,-1,1
2109,-1,1,1,0,0,0,1,0,0,0,1
2125,-1,1,1,1,1,1,1,-1,1,1,1
2155,1,1,1,1,1,1,1,-1,1,1,1
2173,-1,1,1,1,1,1,1,0,1,0,1
2212,0,0,-1,-1,-1,-1,-1,0,-1,0,0
2224,1,-1,-1,-1,-1,1,1,-1,-1,1,-1
2229,1,-1,1,-1,-1,1,1,-1,-1,1,1
2247,1,-1,-1,-1,0,1,1,-1,1,1,1
2278,1,-1,-1,-1,-1,1,1,-1,-1,1,1
2295,0,0,1,1,0,0,1,1,1,1,1
2307,1,-1,1,-1,0,1,1,-1,-1,1,
2315,0,1,1,1,1,1,1,,,,
2319,-1,1,0,1,0,1,1,1,1,1,1
2323,1,-1,-1,-1,-1,1,1,-1,0,1,-1
2327,-1,1,1,1,1,1,1,1,1,0,1
2338,-1,1,1,1,1,1,1,0,1,0,1
2341,1,-1,-1,-1,-1,1,1,-1,-1,1,1
4238,-1,1,1,1,1,1,1,1,1,1,0
4243,,,,,,,,,,,1
4246,1,-1,1,1,-1,1,1,-1,-1,1,0
4253,1,1,1,1,1,1,1,-1,0,0,1
4260,1,-1,-1,-1,-1,1,0,-1,0,0,0
4262,0,0,1,1,0,1,1,1,1,1,1
4265,-1,1,1,1,1,1,1,0,1,0,1
4267,-1,1,1,1,1,1,1,0,0,1,1
4270,-1,1,1,1,1,1,1,-1,1,1,1
4271,1,-1,-1,-1,0,1,1,-1,-1,1,1
4274,-1,1,1,1,1,1,1,-1,1,1,1
4275,1,-1,-1,-1,-1,1,1,-1,-1,1,1
4282,1,-1,1,-1,-1,1,1,-1,-1,-1,0
4283,,,,,,,,-1,0,-1,0
4289,1,-1,-1,-1,1,1,1,-1,-1,0,0
4294,1,1,0,0,1,1,1,1,1,1,1
4308,1,-1,0,-1,-1,1,1,-1,-1,0,1
4318,0,0,0,1,0,1,0,0,1,0,1
4319,1,-1,0,-1,-1,1,1,-1,-1,0,1
4326,1,-1,-1,0,-1,1,1,-1,-1,0,1
4328,-1,1,1,1,1,1,1,1,1,1,1
4335,-1,1,1,1,1,0,1,0,0,1,1
4337,0,1,1,1,1,1,1,1,1,1,1
4342,0,0,-1,-1,-1,1,1,-1,-1,1,1
4345,1,-1,1,-1,-1,1,1,-1,-1,1,0
4346,-1,1,1,1,1,1,1,1,1,1,1
4347,1,-1,1,0,-1,1,1,-1,-1,1,1
4348,-1,1,-1,1,1,1,1,1,1,1,1
4385,0,0,1,1,1,1,1,1,1,1,1
4393,,,,,0,0,1,-1,-1,1,1
4398,0,0,0,0,1,1,1,0,1,1,1
4412,1,-1,-1,-1,-1,1,1,-1,-1,0,1
4423,1,-1,0,0,-1,1,1,0,-1,1,1
4429,1,-1,-1,-1,-1,1,-1,-1,1,-1,0
4432,-1,1,1,1,1,1,1,1,1,0,1
4436,0,0,0,1,0,1,1,1,1,1,1
4440,1,1,1,-1,0,1,1,-1,1,1,1
4462,0,0,0,-1,0,1,1,-1,-1,1,1
4466,,,,,,,,,1,1,0
4482,1,-1,-1,-1,0,1,1,0,-1,0,1
4507,-1,-1,1,-1,1,1,0,-1,0,1,1
4513,1,-1,-1,-1,-1,1,1,-1,0,-1,1
4514,-1,1,1,1,1,1,1,-1,1,1,1
4516,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4519,-1,1,1,1,1,1,1,0,1,1,1
4521,1,-1,-1,-1,0,1,1,-1,-1,-1,1
4524,,,,,,,,,,,1
4525,1,-1,-1,-1,0,-1,0,0,0,0,-1
4529,-1,1,1,1,1,1,1,-1,1,1,1
4531,-1,1,1,1,1,1,1,1,0,1,0
4532,-1,1,1,0,0,1,0,0,1,0,1
4536,1,-1,-1,-1,0,1,1,-1,-1,-1,1
4537,1,-1,-1,-1,0,1,0,0,-1,0,1
4538,1,-1,-1,-1,-1,1,1,0,-1,-1,1
4540,1,-1,-1,-1,0,1,1,0,-1,0,1
4541,,,,,,,,,1,0,1
4542,0,0,-1,-1,-1,1,1,0,-1,0,1
4544,,,,,,,,,1,0,1
4545,-1,1,1,1,1,1,1,1,0,0,1
4546,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
4550,-1,1,1,1,1,1,1,0,1,1,1
4553,1,1,-1,-1,-1,1,1,-1,0,-1,0
4554,1,1,1,-1,0,1,1,-1,1,1,1
4555,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
4556,1,-1,-1,-1,-1,1,1,-1,-1,-1,0
4560,1,0,0,1,0,0,1,-1,1,0,0
4562,1,-1,0,0,-1,1,1,0,-1,1,
4746,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
4751,-1,1,1,1,1,1,1,1,1,1,1
5537,1,-1,1,-1,-1,1,1,0,,,
5565,1,-1,-1,-1,-1,1,1,-1,-1,1,
5729,-1,1,1,1,1,1,1,1,0,1,1
5737,0,0,-1,-1,-1,1,1,-1,-1,1,1
5846,-1,1,1,1,1,1,0,1,1,1,1
5956,1,-1,1,1,-1,1,1,-1,-1,1,1
21817,0,0,-1,0,0,-1,1,-1,-1,-1,-1
21818,1,-1,-1,-1,0,1,1,-1,-1,0,1
22097,-1,1,1,1,0,1,1,1,1,1,1
22418,0,0,0,-1,-1,1,1,-1,-1,0,1
23413,-1,1,1,1,1,1,1,1,1,1,
23691,1,1,1,0,1,1,1,-1,1,0,1
23693,1,-1,-1,-1,-1,1,1,-1,-1,1,1
23695,1,-1,-1,-1,1,1,1,-1,-1,-1,0
23704,1,0,0,-1,-1,1,1,-1,0,1,1
23705,1,-1,-1,-1,-1,1,1,-1,-1,0,-1
23706,-1,0,0,-1,-1,1,1,1,0,1,1
23707,0,0,1,1,0,1,1,1,1,0,1
23712,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
23746,1,-1,-1,-1,0,0,0,0,-1,-1,1
23768,-1,1,-1,-1,1,1,0,-1,1,0,1
23781,,,,,,,,,,,1
23782,0,0,-1,0,-1,1,1,-1,-1,0,1
23784,1,-1,-1,-1,0,1,0,-1,-1,-1,0
23785,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
23787,1,-1,-1,-1,-1,1,0,-1,-1,-1,1
23788,1,-1,-1,0,-1,1,1,-1,-1,-1,-1
23792,0,0,1,-1,0,1,1,-1,-1,-1,-1
23805,-1,1,1,1,0,1,1,1,1,1,1
23808,-1,1,1,1,1,1,1,1,1,1,0
23813,1,-1,1,-1,-1,1,1,-1,-1,1,
23816,0,0,0,0,-1,1,1,-1,-1,1,-1
23819,1,-1,-1,-1,-1,1,1,-1,-1,1,-1
23820,1,-1,1,-1,-1,1,1,-1,-1,1,-1
23821,1,-1,-1,-1,-1,1,1,0,0,1,0
23840,0,0,1,1,1,1,1,1,1,1,0
23866,1,-1,-1,-1,-1,1,1,-1,-1,1,0
23868,-1,1,1,1,1,1,1,1,1,1,1
23873,0,1,1,1,0,1,1,-1,1,0,1
23894,1,-1,0,-1,-1,1,1,-1,-1,0,1
23938,-1,1,0,1,0,0,0,0,0,1,0
24030,1,1,0,-1,-1,-1,0,-1,-1,-1,-1
24942,,,,0,1,1,1,1,,,
25704,0,0,-1,-1,-1,1,1,-1,-1,1,1
25718,-1,1,1,1,1,1,1,1,1,1,1
25919,1,-1,-1,-1,-1,1,1,0,-1,0,0
26829,1,1,1,1,1,1,1,-1,1,1,1
26851,-1,1,0,1,1,1,1,1,1,1,0
28112,1,0,1,1,0,1,1,-1,-1,0,1
28114,-1,1,1,1,1,1,1,-1,1,1,1
28115,1,0,1,1,0,1,0,-1,-1,1,1
28116,-1,1,1,1,1,1,1,0,1,1,1
28117,1,0,1,0,0,1,0,-1,-1,1,0
28120,,,,,0,0,1,-1,-1,1,1
28122,1,-1,-1,-1,0,0,0,-1,0,0,1
28123,,,,,0,0,1,1,1,0,1
28124,1,-1,1,-1,-1,1,1,-1,1,1,1
28125,0,0,1,-1,-1,1,1,-1,0,1,1
28126,1,-1,1,-1,-1,1,1,-1,1,1,1
28127,,,,,,,,,,0,1
28130,0,0,0,0,1,1,1,1,1,0,1
28131,-1,1,1,1,1,1,1,0,1,0,1
28132,1,-1,-1,-1,-1,0,1,-1,-1,-1,1
28133,,,,,,,,,,,-1
28134,,,,,,,,,,,0
28135,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
28137,,,,,,,,1,0,1,1
28139,-1,1,1,1,1,1,1,1,1,1,1
28141,0,0,-1,-1,0,1,1,-1,-1,1,0
28145,1,-1,1,1,1,1,1,-1,-1,1,-1
28148,-1,1,1,1,1,1,1,1,0,1,1
28150,1,-1,-1,-1,-1,1,1,0,-1,1,-1
28153,-1,1,1,1,0,1,1,1,1,1,1
28154,-1,1,1,1,1,1,1,1,1,1,1
28155,-1,0,0,1,0,1,1,0,1,1,1
28156,-1,1,1,1,0,1,1,1,1,0,1
28161,-1,1,1,1,1,1,1,1,1,1,1
28162,,,,,,,,1,0,0,1
28165,1,-1,1,0,-1,1,1,-1,-1,0,1
28166,,,,,,,,0,0,1,1
28167,0,0,0,-1,-1,1,1,-1,-1,1,1
28170,1,-1,-1,0,-1,1,1,-1,-1,1,1
28171,-1,1,1,1,1,1,0,1,1,1,1
28174,-1,1,1,1,1,1,1,1,1,1,1
28176,,,,,,,,,,,0
28177,-1,1,1,1,1,1,1,1,1,0,1
28178,1,-1,-1,-1,-1,1,1,0,-1,0,1
28182,-1,1,1,1,1,1,1,1,1,1,0
28192,-1,1,1,1,1,1,1,0,1,1,1
28193,1,-1,-1,-1,-1,1,1,-1,-1,1,1
28206,0,-1,1,1,-1,1,1,0,-1,1,1
28208,1,1,1,1,1,1,1,-1,0,1,1
28210,1,1,-1,0,0,-1,-1,0,0,0,-1
28214,0,0,1,1,1,1,1,1,1,1,1
28215,0,0,-1,1,1,1,1,1,1,1,-1
28219,1,-1,-1,-1,-1,1,1,-1,-1,0,-1
28220,1,-1,-1,-1,-1,1,1,-1,-1,0,1
28221,0,-1,1,-1,0,1,1,-1,-1,1,-1
28223,1,-1,1,-1,-1,1,1,-1,-1,1,0
28224,0,0,-1,-1,0,1,1,-1,-1,0,-1
28225,0,0,-1,-1,-1,-1,1,-1,-1,0,-1
28226,1,-1,0,-1,-1,0,1,-1,-1,0,0
28227,,,,0,0,0,1,-1,-1,1,0
28228,1,-1,-1,-1,-1,1,1,-1,-1,0,-1
28229,1,-1,-1,-1,-1,1,1,-1,-1,0,0
28233,-1,1,1,1,1,1,1,1,1,1,1
28238,-1,1,1,1,0,0,1,0,1,0,1
28240,0,0,1,1,1,1,1,1,1,1,1
28241,1,1,1,-1,1,1,0,0,-1,0,0
28242,1,1,1,-1,0,1,1,-1,1,1,0
28243,0,0,0,-1,-1,1,1,-1,-1,1,0
28244,1,1,-1,-1,0,0,1,0,-1,1,0
28246,1,1,0,0,0,0,1,-1,1,1,0
28247,1,1,-1,-1,-1,1,0,0,-1,0,0
28248,-1,1,1,1,1,1,1,1,1,0,-1
28251,0,0,1,1,1,1,1,-1,1,1,1
28252,1,-1,1,1,-1,1,1,-1,-1,1,0
28253,-1,1,1,1,0,1,1,1,1,1,1
28255,1,1,-1,1,-1,-1,-1,-1,-1,1,-1
28256,0,0,-1,1,-1,0,0,0,-1,0,0
28257,1,-1,1,1,-1,1,1,-1,-1,1,1
28266,-1,1,1,1,1,1,1,-1,1,1,1
28269,1,-1,-1,-1,-1,1,0,-1,0,0,1
28275,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
28276,1,-1,-1,-1,0,0,1,-1,-1,-1,1
28278,-1,1,1,1,0,1,1,1,1,1,1
28279,-1,1,1,1,0,0,1,1,0,1,1
28280,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
28288,0,0,-1,-1,-1,1,1,-1,-1,-1,1
28291,1,-1,-1,-1,-1,1,1,-1,-1,1,1
28292,-1,1,-1,1,1,1,1,1,1,1,1
28295,-1,1,-1,1,1,1,1,1,1,1,0
28297,1,-1,-1,0,-1,0,1,-1,-1,0,1
28298,-1,1,-1,1,1,1,1,1,0,1,1
28299,1,-1,-1,0,0,0,1,-1,-1,0,0
28301,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
28306,-1,1,1,1,0,1,1,1,1,1,0
28308,-1,1,1,1,0,1,1,1,1,1,1
28310,0,0,1,0,1,1,1,1,1,1,1
28311,-1,0,1,1,0,1,1,1,1,1,1
28313,,,,,,,,,-1,1,1
28314,1,1,1,-1,0,1,1,-1,1,1,1
28316,1,-1,-1,-1,-1,1,1,-1,1,1,1
28320,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
28321,-1,1,1,1,1,1,1,1,1,1,1
28323,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
28324,1,-1,-1,-1,-1,1,1,-1,-1,-1,1
28330,1,0,0,-1,-1,1,1,-1,0,1,1
28331,1,0,0,-1,-1,1,0,-1,0,1,1
28338,-1,1,-1,1,0,1,1,1,0,1,1
28340,-1,1,1,1,1,1,0,1,1,1,1
28341,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
28342,0,0,1,1,0,1,1,1,1,1,1
28349,0,0,1,1,1,1,1,1,0,0,1
28352,1,-1,-1,-1,-1,1,1,-1,-1,-1,0
28354,1,-1,-1,-1,-1,1,1,-1,-1,-1,0
28358,1,-1,-1,-1,-1,1,1,-1,0,-1,-1
28362,1,-1,1,-1,-1,1,1,-1,-1,0,1
28365,-1,1,1,1,1,1,1,1,1,0,1
28367,,,,,0,0,1,-1,-1,1,1
28370,-1,1,1,1,0,1,1,0,0,1,1
28372,1,-1,-1,-1,-1,1,1,0,-1,-1,-1
28377,-1,1,-1,-1,1,1,1,-1,1,1,1
28379,1,1,-1,-1,-1,1,-1,-1,1,1,0
28380,-1,1,1,-1,0,1,1,-1,1,1,1
28390,1,-1,0,1,-1,1,1,-1,-1,0,1
28393,1,-1,1,-1,0,1,1,0,0,1,1
28397,1,-1,1,-1,0,1,1,-1,0,0,1
28398,1,-1,1,-1,-1,1,1,0,-1,0,1
28399,0,0,1,-1,0,0,0,0,0,0,1
28400,1,-1,1,-1,-1,1,1,-1,-1,0,1
28404,1,0,0,-1,-1,-1,1,-1,-1,-1,-1
28406,,,,,,,,1,0,1,0
28407,-1,1,1,1,1,1,1,0,0,0,-1
28409,-1,1,1,1,1,1,1,1,1,1,1
28422,1,-1,0,-1,-1,1,1,-1,-1,0,1
28424,1,-1,1,-1,-1,1,1,-1,-1,1,1
28463,,,,,,,1,-1,0,1,1
28474,,,,,,,1,-1,-1,1,1
28477,-1,1,1,1,1,0,1,-1,1,1,1
28481,0,0,-1,-1,-1,1,1,0,-1,-1,0
28493,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
28497,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1
28506,0,0,-1,-1,0,-1,0,-1,-1,-1,-1
28508,-1,1,1,1,1,1,1,0,1,0,1
28511,,,,,,,,0,1,1,0
28513,0,0,0,-1,0,-1,-1,0,0,0,0
28514,-1,0,-1,1,0,0,1,-1,1,0,0
28572,0,0,0,0,0,1,1,-1,-1,1,1
28576,,,,,,,,,,,1
28583,,,,,,,,,,,
28584,-1,1,0,0,0,0,-1,-1,0,-1,-1
28615,1,-1,-1,0,-1,1,1,-1,-1,-1,1
28617,1,-1,-1,-1,-1,1,1,-1,-1,0,1
28619,-1,1,1,1,1,1,1,1,1,1,1
29074,1,-1,-1,-1,0,1,1,0,-1,0,0
29579,-1,1,1,1,0,1,1,1,1,1,1
30475,0,0,0,0,1,1,,,,,
30482,0,0,1,1,1,1,1,1,,,
33569,1,-1,-1,-1,0,1,1,0,-1,0,0
33570,-1,1,1,1,0,1,1,0,1,1,1
33775,1,-1,1,-1,-1,1,1,-1,-1,1,1
33982,1,-1,1,-1,-1,1,1,-1,-1,1,1
33984,1,1,1,1,1,1,1,1,1,1,1
33989,-1,0,0,1,1,1,1,1,1,1,1
33990,-1,1,1,1,0,1,1,1,1,1,1
33991,1,0,1,,,,,,,,
33997,-1,1,1,1,1,1,1,1,1,1,1
34231,-1,1,1,1,1,1,1,0,1,1,1
34232,,,,0,0,1,0,1,1,1,1
34234,0,0,1,1,1,1,1,-1,1,1,1
34235,1,1,1,1,0,0,1,-1,1,1,0
34249,1,1,1,1,0,0,0,-1,1,1,1
34254,1,1,-1,-1,0,-1,1,-1,0,-1,1
34728,-1,1,1,1,1,1,1,1,1,1,1
35743,-1,1,1,1,1,1,1,1,1,0,1
36281,0,0,0,0,0,0,1,0,0,1,1
36392,1,-1,-1,-1,0,1,1,0,-1,0,1
36396,,,,,0,0,1,1,0,1,1
37312,-1,1,1,1,1,1,1,1,1,1,1
37324,1,1,1,-1,-1,1,1,-1,1,1,0
37448,1,1,0,,,,,,,,
37524,-1,1,0,,,,,,,,
37676,1,1,1,1,1,1,1,1,1,1,0
38398,0,0,0,1,0,1,1,-1,-1,0,1
38420,,,,1,1,1,1,-1,1,1,1
38595,,,,,,,,1,1,1,1
38596,1,-1,-1,-1,-1,1,1,-1,-1,1,1
38601,1,-1,-1,-1,-1,1,1,-1,-1,1,1
38602,1,1,1,1,1,1,1,-1,1,1,1
38605,-1,1,1,0,0,0,1,1,1,1,1
38610,1,-1,-1,1,0,1,1,-1,0,0,1
38613,1,1,1,-1,1,1,1,-1,1,1,1
39317,-1,1,1,1,1,0,1,1,1,1,1
39319,-1,1,1,1,1,1,1,1,0,1,1
39321,-1,1,1,1,1,1,1,1,,,
39711,-1,1,1,1,0,1,1,1,1,1,1
39713,1,1,1,0,0,1,1,-1,1,1,0
39714,1,-1,-1,-1,-1,1,1,-1,-1,0,1
39717,,,,-1,1,1,1,-1,1,1,1
39721,1,-1,-1,-1,-1,1,1,-1,-1,1,1
39722,1,-1,-1,-1,-1,1,1,-1,-1,1,0
39724,0,0,1,-1,-1,1,1,-1,-1,-1,1
39725,1,-1,-1,-1,-1,1,1,0,-1,1,1
39726,1,-1,-1,-1,-1,1,1,0,-1,1,0
39769,-1,1,1,1,1,1,1,1,1,1,0
39916,1,-1,-1,1,-1,1,1,-1,,,
40599,-1,1,1,1,1,1,1,0,-1,1,1
41007,1,-1,-1,-1,-1,1,1,-1,-1,1,1
58758,1,-1,-1,-1,-1,1,1,-1,-1,0,0
72775,1,-1,-1,-1,-1,1,1,-1,-1,1,1
72776,,,,,,,,,,,1
93624,-1,1,1,1,0,1,1,1,1,1,1
94283,1,0,0,-1,0,-1,0,0,0,0,-1
95017,1,-1,-1,-1,-1,1,1,-1,-1,1,1
95281,-1,1,0,1,1,1,1,1,1,1,0
96603,-1,1,1,1,1,1,0,1,1,1,1
96639,0,0,1,1,1,1,1,1,1,0,1
96646,-1,1,1,1,1,1,1,1,1,1,-1
